Unnamed: 0,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferredOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromLastYear,OrderCount,DaySinceLastOrder,CashbackAmount
856,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
294,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
1418,12,Desktop,0,0,Installment,Female,0,1,Electronics,2,0,2.0,1,0.0,1,136.0,0.0
993,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
676,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1875,3,Desktop,0,0,Pay Now,Female,0,1,Electronics,2,0,2.0,0,0.0,1,121.0,0.0
817,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
958,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
158,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
490,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
2207,1,Desktop,0,0,Mips,Female,0,1,Home Appliances,4,0,1.0,0,0.0,1,57.0,0.0
199,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
1085,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
1552,5,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,4,0,1.0,0,0.0,1,183.0,0.0
1524,8,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,5,0,2.0,0,0.0,1,117.0,0.0
2275,1,Desktop,0,0,Pay on Delivery,Female,0,1,Others,4,0,2.0,0,0.0,1,43.0,0.0
1389,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,2.0,0,0.0,1,109.0,0.0
793,12,Desktop,0,0,Pay Now,Female,0,1,Electronics,1,0,2.0,0,0.0,1,282.5,0.0
1813,4,Desktop,0,0,Bank Transfer Payment,Male,0,1,Home Appliances,3,0,1.0,0,0.0,1,131.0,0.0
2272,1,Desktop,0,0,Bank Transfer Payment,Female,0,1,Others,2,0,1.0,1,0.0,1,44.0,0.0
2249,1,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,1,0,2.0,0,0.0,1,49.0,0.0
655,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
2248,1,Desktop,0,0,No Payment Information Required,Female,0,1,Home Appliances,2,0,2.0,1,0.0,7,49.0,1190.0
1944,3,Desktop,0,0,Installment,Male,0,1,Electronics,1,0,1.0,1,0.0,1,114.0,0.0
63,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1726,4,Desktop,0,0,Pay on Delivery,Male,0,1,Home Appliances,1,0,1.0,1,0.0,3,148.0,0.0
1680,5,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,5,0,2.0,1,0.0,5,158.0,16988.0
1134,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
1694,5,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,4,0,1.0,0,0.0,1,154.0,0.0
191,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1522,8,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,4,0,1.0,0,0.0,2,181.0,0.0
393,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
1812,4,Desktop,0,0,Installment,Female,0,1,Home Appliances,5,0,1.0,1,0.0,3,87.0,0.0
417,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
219,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
455,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
143,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
960,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
1518,8,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,1,0,2.0,0,0.0,2,183.0,0.0
1417,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,3,0,1.0,0,0.0,1,55.0,0.0
1840,4,Desktop,0,0,Bank Transfer Payment,Female,0,1,Electronics,4,0,1.0,1,0.0,4,126.0,13989.0
2104,2,Desktop,0,0,No Payment Information Required,Female,0,1,Beauty & Fitness,1,0,2.0,1,0.0,6,83.0,1390.0
1562,5,Desktop,0,0,Pay on Delivery,Male,0,1,Electronics,5,0,1.0,0,0.0,1,182.0,0.0
810,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,1.0,0,0.0,1,282.5,0.0
614,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
312,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1727,4,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,3,0,0.0,1,0.0,1,148.0,0.0
125,12,Desktop,0,0,Bank Transfer Payment,Male,0,1,Home Appliances,4,0,1.0,0,0.0,1,256.0,0.0
1016,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
211,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
2225,1,Desktop,0,0,Pay Now,Female,0,1,Electronics,2,0,1.0,1,0.0,1,53.0,0.0
2326,0,Desktop,0,0,Pay Now,Female,0,1,Others,1,0,1.0,1,0.0,1,29.0,0.0
2029,3,Desktop,0,0,Pay on Delivery,Male,0,1,Electronics,2,0,2.0,1,0.0,1,99.0,0.0
991,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
40,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
153,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1843,4,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,4,0,1.0,1,0.0,1,125.0,0.0
1191,12,Desktop,0,0,Installment,Female,0,1,Electronics,2,0,1.0,0,0.0,3,49.0,0.0
1296,12,Desktop,0,0,Mips,Female,0,1,Electronics,1,0,1.0,1,0.0,1,73.0,0.0
274,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
1613,5,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,5,0,1.0,0,0.0,6,169.0,0.0
561,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
1349,12,Desktop,0,0,Mips,Female,0,1,Beauty & Fitness,3,0,0.0,1,0.0,1,36.0,0.0
1139,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
683,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
2082,2,Desktop,0,0,No Payment Information Required,Female,0,1,Home Appliances,3,0,1.0,1,0.0,5,87.0,9979.0
1222,12,Desktop,0,0,Pay on Delivery,Male,0,1,Electronics,4,0,2.0,0,0.0,4,98.0,0.0
306,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
301,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
256,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
720,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
782,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
675,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
665,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
786,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1605,5,Desktop,0,0,Pay on Delivery,Female,0,1,Beauty & Fitness,5,0,3.0,0,0.0,2,115.0,0.0
0,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
685,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
747,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
422,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
1662,5,Desktop,0,0,Installment,Female,0,1,Electronics,5,0,2.0,0,0.0,4,162.0,5989.0
932,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
824,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
322,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
323,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,1.0,0,0.0,1,282.5,0.0
1536,7,Desktop,0,0,Installment,Male,0,1,Electronics,4,0,1.0,0,0.0,1,32.0,0.0
2112,2,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,4,0,1.0,0,0.0,1,81.0,0.0
2125,2,Desktop,0,0,Pay on Delivery,Male,0,1,Home Appliances,4,0,1.0,1,0.0,1,78.0,0.0
1943,3,Desktop,0,0,Pay on Delivery,Male,0,1,Home Appliances,2,0,2.0,1,0.0,1,113.0,0.0
405,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
2035,3,Desktop,0,0,No Payment Information Required,Female,0,1,Others,1,0,1.0,1,0.0,1,99.0,0.0
1463,11,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,4,0,2.0,0,0.0,1,85.0,0.0
498,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
1817,4,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,5,0,1.0,0,0.0,1,130.0,0.0
1124,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
1782,4,Desktop,0,0,Installment,Female,0,1,Home Appliances,2,0,1.0,1,0.0,1,138.0,0.0
923,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
1745,4,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,2,0,1.0,1,0.0,2,117.0,0.0
1201,12,Desktop,0,0,Mips,Female,0,1,Home Appliances,5,0,2.0,1,0.0,3,41.0,0.0
1443,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,4,0,1.0,0,0.0,1,115.0,0.0
551,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
2031,3,Desktop,0,0,Pay on Delivery,Female,0,1,Others,5,0,1.0,0,0.0,1,99.0,0.0
774,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
1250,12,Desktop,0,0,Pay on Delivery,Female,0,1,Others,3,0,1.0,0,0.0,1,71.0,0.0
2111,2,Desktop,0,0,Pay Now,Male,0,1,Electronics,2,0,1.0,1,0.0,1,81.0,0.0
1152,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1021,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
997,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
1764,4,Desktop,0,0,Pay on Delivery,Male,0,1,Others,1,0,1.0,1,0.0,1,141.0,0.0
1500,8,Desktop,0,0,Mips,Male,0,1,Home Appliances,2,0,1.0,1,0.0,2,34.0,0.0
527,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
398,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
785,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
2265,1,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,3,0,1.0,0,0.0,1,45.0,0.0
336,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
531,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
1833,4,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,1,0,1.0,0,0.0,4,127.0,9989.0
32,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
562,12,Desktop,0,0,Mips,Female,0,1,Beauty & Fitness,2,0,1.0,0,0.0,4,260.0,0.0
1404,12,Desktop,0,0,Installment,Female,0,1,Home Appliances,5,0,2.0,0,0.0,2,65.0,0.0
2024,3,Desktop,0,0,No Payment Information Required,Female,0,1,Home Appliances,4,0,2.0,0,0.0,1,99.0,0.0
2050,3,Desktop,0,0,Pay Now,Male,0,1,Electronics,1,0,2.0,1,0.0,1,96.0,0.0
615,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
714,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
381,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
718,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
1205,12,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,3,0,1.0,0,0.0,3,169.0,0.0
519,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
465,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
1070,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
156,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
1193,12,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,5,0,1.0,0,0.0,1,167.0,0.0
1338,12,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,1,0,1.0,1,0.0,2,113.0,0.0
536,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
175,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1633,5,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,4,0,5.0,1,0.0,16,166.0,0.0
1353,12,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,5,0,1.0,0,0.0,2,99.0,0.0
2157,2,Desktop,0,0,Mips,Female,0,1,Home Appliances,2,0,1.0,0,0.0,1,72.0,0.0
579,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1098,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
922,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
1804,4,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,4,0,1.0,0,0.0,4,132.0,6989.0
1356,12,Desktop,0,0,Pay Now,Female,0,1,Electronics,3,0,2.0,0,0.0,1,122.0,0.0
1769,4,Desktop,0,0,Mips,Female,0,1,Home Appliances,2,0,2.0,1,0.0,1,141.0,0.0
907,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
1022,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1485,9,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,2,0,2.0,0,0.0,3,66.0,0.0
196,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
1384,12,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,3,0,1.0,1,0.0,1,108.0,0.0
2324,0,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,1.0,0,0.0,1,29.0,0.0
1323,12,Desktop,0,0,Mips,Male,0,1,Home Appliances,1,0,1.0,1,0.0,2,75.0,0.0
1762,4,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,5,0,1.0,1,0.0,1,142.0,0.0
2235,1,Desktop,0,0,Pay on Delivery,Female,0,1,Others,1,0,1.0,0,0.0,1,50.0,0.0
148,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
1687,5,Desktop,0,0,Installment,Male,0,1,Electronics,2,0,1.0,1,0.0,2,142.0,0.0
2067,3,Desktop,0,0,Mips,Female,0,1,Home Appliances,2,0,1.0,1,0.0,1,92.0,0.0
930,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
812,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
654,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
168,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
807,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
660,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
444,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1977,3,Desktop,0,0,Bank Transfer Payment,Female,0,1,Electronics,3,0,2.0,1,0.0,1,108.0,0.0
716,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
835,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
1564,5,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,1,0,3.0,0,0.0,4,182.0,8415.0
904,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
2094,2,Desktop,0,0,Bank Transfer Payment,Male,0,1,Electronics,4,0,0.0,1,0.0,1,85.0,0.0
1113,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
1505,8,Desktop,0,0,Bank Transfer Payment,Male,0,1,Home Appliances,5,0,2.0,1,0.0,2,183.0,0.0
998,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
2077,2,Desktop,0,0,Installment,Male,0,1,Home Appliances,5,0,1.0,1,0.0,2,46.0,0.0
1852,4,Desktop,0,0,Installment,Female,0,1,Electronics,5,0,1.0,0,0.0,2,124.0,0.0
1272,12,Desktop,0,0,Mips,Female,0,1,Others,5,0,1.0,1,0.0,1,97.0,0.0
2116,2,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,3,0,1.0,0,0.0,1,80.0,0.0
1082,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
1900,3,Desktop,0,0,Pay on Delivery,Male,0,1,Home Appliances,5,0,1.0,1,0.0,1,119.0,0.0
648,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
66,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
1493,9,Desktop,0,0,Installment,Male,0,1,Electronics,5,0,1.0,0,0.0,2,117.0,0.0
1258,12,Desktop,0,0,Pay Now,Female,0,1,Electronics,5,0,1.0,1,0.0,1,106.0,0.0
658,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1339,12,Desktop,0,0,Installment,Female,0,1,Home Appliances,5,0,2.0,1,0.0,1,85.0,0.0
1992,3,Desktop,0,0,Installment,Male,0,1,Home Appliances,3,0,2.0,0,0.0,1,105.0,0.0
421,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
479,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
1028,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
1446,12,Desktop,0,0,Pay Now,Male,0,1,Home Appliances,4,0,3.0,1,0.0,5,113.0,0.0
756,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
734,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
529,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
2189,2,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,1.0,1,0.0,1,63.0,0.0
2188,2,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,1.0,0,0.0,1,63.0,0.0
2140,2,Desktop,0,0,Pay on Delivery,Female,0,1,Home Appliances,1,0,3.0,0,0.0,1,77.0,0.0
1710,4,Desktop,0,0,Mips,Female,0,1,Beauty & Fitness,2,0,2.0,1,0.0,1,109.0,0.0
1953,3,Desktop,0,0,Pay on Delivery,Male,0,1,Electronics,5,0,1.0,1,0.0,1,113.0,0.0
898,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
1254,12,Desktop,0,0,Pay Now,Female,0,1,Electronics,4,0,2.0,0,0.0,1,173.0,0.0
729,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1924,3,Desktop,0,0,Installment,Male,0,1,Home Appliances,5,0,1.0,1,0.0,2,115.0,0.0
2012,3,Desktop,0,0,Bank Transfer Payment,Female,0,1,Electronics,5,0,1.0,1,0.0,4,101.0,13989.0
466,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
2054,3,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,1,0,2.0,1,0.0,2,95.0,18988.0
372,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1883,3,Desktop,0,0,Mips,Male,0,1,Home Appliances,4,0,1.0,1,0.0,1,120.0,0.0
893,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1644,5,Desktop,0,0,Mips,Female,0,1,Home Appliances,3,0,2.0,1,0.0,1,165.0,0.0
2253,1,Desktop,0,0,Bank Transfer Payment,Female,0,1,Home Appliances,1,0,2.0,1,0.0,1,48.0,0.0
1163,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
373,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1652,5,Desktop,0,0,Pay on Delivery,Male,0,1,Home Appliances,1,0,2.0,0,0.0,1,125.0,0.0
213,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
663,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
1203,12,Desktop,0,0,Installment,Female,0,1,Others,3,0,1.0,1,0.0,1,51.0,0.0
794,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
94,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1966,3,Desktop,0,0,Bank Transfer Payment,Female,0,1,Beauty & Fitness,2,0,1.0,0,0.0,1,111.0,0.0
165,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
2298,1,Desktop,0,0,Mips,Female,0,1,Beauty & Fitness,5,0,1.0,0,0.0,1,36.0,0.0
462,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
822,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
273,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
594,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
1107,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
1998,3,Desktop,0,0,Pay on Delivery,Male,0,1,Home Appliances,2,0,2.0,1,0.0,1,104.0,0.0
1788,4,Desktop,0,0,Pay on Delivery,Female,0,1,Electronics,5,0,1.0,0,0.0,4,137.0,9589.0
1042,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
1374,12,Desktop,0,0,Pay Now,Female,0,1,Electronics,1,0,1.0,1,0.0,1,121.0,0.0
1802,4,Desktop,0,0,Mips,Female,0,1,Home Appliances,2,0,1.0,0,0.0,1,133.0,0.0
554,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
802,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
62,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
1941,3,Desktop,0,0,Mips,Female,0,1,Electronics,4,0,2.0,0,0.0,1,114.0,0.0
1106,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
701,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
1078,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
1058,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,1.0,0,0.0,0,0.0,0.0
1359,12,Desktop,0,0,Mips,Female,0,1,Home Appliances,2,0,2.0,0,0.0,1,123.0,0.0
1905,3,Desktop,0,0,Pay Now,Female,0,1,Electronics,2,0,2.0,0,0.0,1,118.0,0.0
20,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
831,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
977,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
1179,12,Desktop,0,0,Pay Now,Male,0,1,Electronics,5,0,3.0,1,0.0,2,112.0,0.0
1143,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
443,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
136,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
248,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
330,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
